6459.561900,1.006367,0.005228
6459.562250,0.997842,0.005202
6459.562500,1.000965,0.005199
6459.562880,1.001146,0.005193
6459.563080,1.002192,0.005194
6459.563340,0.998892,0.005184
6459.563590,1.004579,0.005197
6459.563800,1.008655,0.005209
6459.564060,1.002659,0.005179
6459.564380,1.000709,0.005174
6459.564650,0.996945,0.005138
6459.564880,1.007301,0.005170
6459.565080,0.998417,0.005123
6459.565320,1.001690,0.005136
6459.565550,1.003364,0.005142
6459.565720,1.002967,0.005137
6459.565890,1.006646,0.005139
6459.566050,1.002177,0.005123
6459.566220,0.998950,0.005113
6459.566390,1.004559,0.005125
6459.566560,0.999927,0.005106
6459.566720,1.002157,0.005110
6459.566940,1.004545,0.005113
6459.567100,1.003642,0.005103
6459.567310,1.005588,0.005106
6459.567480,1.007193,0.005103
6459.567740,1.000804,0.005072
6459.568220,1.002165,0.005075
6459.568440,1.001576,0.005065
6459.568720,1.001867,0.005073
6459.568950,1.000348,0.005048
6459.569250,1.006428,0.005057
6459.569740,0.998525,0.005025
6459.569990,1.001116,0.005025
6459.570490,0.993385,0.005000
6459.570660,1.007847,0.005037
6459.570850,0.994301,0.004993
6459.571020,0.999180,0.005011
6459.571190,1.005482,0.005015
6459.571390,1.003663,0.005007
6459.571560,0.998491,0.004990
6459.571730,1.004263,0.005008
6459.571900,1.000865,0.004996
6459.572090,1.000560,0.004991
6459.572270,0.994546,0.004969
6459.572630,0.998726,0.004971
6459.572800,0.997609,0.004977
6459.572970,0.997615,0.004967
6459.573130,1.004187,0.004981
6459.573300,1.001864,0.004979
6459.573460,0.996510,0.004954
6459.573630,0.997476,0.004959
6459.573800,0.997536,0.004948
6459.573970,1.002397,0.004973
6459.574130,0.997598,0.004948
6459.574300,1.000017,0.004955
6459.574470,0.996235,0.004938
6459.574630,1.002414,0.004954
6459.574800,0.992490,0.004916
6459.574970,1.001557,0.004936
6459.575140,0.996136,0.004922
6459.575300,0.999870,0.004933
6459.575470,1.005517,0.004943
6459.575640,0.998145,0.004922
6459.575800,0.999754,0.004928
6459.575970,1.004109,0.004937
6459.576130,1.002696,0.004930
6459.576400,1.001730,0.004917
6459.576570,0.999237,0.004913
6459.576730,0.998997,0.004909
6459.576930,0.994933,0.004886
6459.577130,1.001040,0.004912
6459.577300,0.998840,0.004901
6459.577470,0.995080,0.004899
6459.577630,0.996152,0.004895
6459.577800,0.994769,0.004895
6459.577970,0.999420,0.004899
6459.578140,0.997530,0.004902
6459.578310,0.997490,0.004908
6459.578500,1.000028,0.004905
6459.578670,0.997441,0.004894
6459.578830,0.997343,0.004903
6459.579000,1.000839,0.004917
6459.579170,0.999305,0.004903
6459.579340,1.004062,0.004901
6459.579500,0.999817,0.004900
6459.579670,1.000032,0.004875
6459.579830,0.998009,0.004874
6459.580000,0.998084,0.004861
6459.580160,0.994843,0.004854
6459.580330,1.001231,0.004861
6459.580500,1.000866,0.004854
6459.580860,0.993122,0.004833
6459.581090,1.001524,0.004849
6459.581260,0.998339,0.004835
6459.581420,0.997524,0.004825
6459.581590,0.996273,0.004816
6459.581780,1.002188,0.004835
6459.581950,0.999460,0.004829
6459.582120,0.993952,0.004814
6459.582280,0.995429,0.004810
6459.582480,0.997956,0.004819
6459.582640,0.999130,0.004814
6459.582810,1.002791,0.004831
6459.582970,0.992095,0.004789
6459.583140,1.000362,0.004813
6459.583310,0.998174,0.004810
6459.583470,1.000002,0.004816
6459.583640,0.995772,0.004786
6459.583800,1.001869,0.004814
6459.583970,1.000902,0.004810
6459.584140,1.000404,0.004801
6459.584300,1.001949,0.004809
6459.584500,0.998493,0.004798
6459.584670,0.999395,0.004793
6459.584830,0.992382,0.004779
6459.585000,0.997681,0.004788
6459.585170,1.003163,0.004792
